1,AL - SHQIPERI,1904109000 - Ushqimet e pergatitura fituar nga bymimi apo pjekja e kokrrave te drithrave te tjere,6451.5,C19
1,AL - SHQIPERI,3401110000 - Sapun ne kallepe per perdorim tualeti (perfshire produktet mjeksore),122768.7,C34
1,AL - SHQIPERI,"1902199000 - Pasta (makarona), te pagatuara, te pambushura, qe nuk permbajne veze, qe permbajne miell ose bollgor prej gruri te zakonshmem",1036.06,C19
1,AL - SHQIPERI,7326909800 - Artikuj te tjere prej gize apo celiku,4436.01,C73
1,AL - SHQIPERI,"3926100000 - Paisjet e zyres apo te shkolles, prej plastike",168.57,C39
1,AL - SHQIPERI,2103200000 - Ketchup prej domates dhe salca te tjera prej domateve,270.12,C21
1,AL - SHQIPERI,8516900000 - Pjese te pajisjeve elektrike te klasifikuara ne kreun 8516,79.02,C85
1,AL - SHQIPERI,"8302411000 - Mbajtese metalike, pajisje te tjera dhe artikuj te ngjashem te pershtatshem per tu perdorur ne ndertesa, per dyer",340.5,C83
1,AL - SHQIPERI,4006900000 - Te tjera,197,C40
1,AL - SHQIPERI,"4818209100 - Peshqire duarsh prej letre, ne role",413.1,C48
1,AL - SHQIPERI,2103309000 - Mustarde e pergatitur,41.93,C21
1,AL - SHQIPERI,0403203100 - Jo me teper se 3%,221.76,C04
1,AL - SHQIPERI,"3921909000 - Pllaka, fleta, filma, etj., prej plastikave jo te polimerizuara",24082.19,C39
1,AL - SHQIPERI,"1905329900 - Waffles ose wafera, te tjera, jo te veshura, qofte edhe pjeserisht, me cokollate apo pergatitje te tjera qe permbajne kakao,",60.45,C19
1,AL - SHQIPERI,8443390000 - Te tjera,1490,C84
1,AL - SHQIPERI,8302100090 - Nyje prej metalesh baze,361.75,C83
1,AL - SHQIPERI,"6403993800 - Mbadhje kembesh per gra, me syprine prej rripa ose copa lekure dhe shuall prej gome ose plastike te kombinuar me take deri 3 cm, me taban mbi 24cm",371,C64
1,AL - SHQIPERI,9503009500 - Lodra te tjera prej plastike,106,C95
1,AL - SHQIPERI,7616999000 - Artikuj te tjere prej alumini,862.89,C76
1,AL - SHQIPERI,"8701951000 - Traktoret bujqesore dhe traktoret e pyjeve, me rrota",13000,C87
1,AL - SHQIPERI,3925902000 - Kuti dhe panele per kanalizimet dhe shtrirjen e qarqeve elektrike,2.27,C39
1,AL - SHQIPERI,4415202000 - Paleta (paleta te sheshta ose qafore) prej druri,99,C44
1,AL - SHQIPERI,0707000500 - Kastraveca te zakonshem,1774.4,C07
1,AL - SHQIPERI,2618000000 - Zgjyra te granuluara (rere zgjyre) te dale nga perpunimi i hekurit dhe celikut,1464,C26
1,AT - AUSTRIA,7003129900 - Te tjera,360,C70
1,AT - AUSTRIA,2519903000 - Magnezia e djegur (e pjekur),10247.3,C25
1,AT - AUSTRIA,7020008000 - Te tjera,342,C70
1,AT - AUSTRIA,"7610909000 - Konstruksione te tjera, prej alumini (ndryshe nga dyer, dritare, ura, shtylla, etj.)",4400,C76
1,AT - AUSTRIA,7318159500 - Te tjera,1400,C73
1,AT - AUSTRIA,"9403401000 - Komplekse kuzhine te pershtatura, prej druri",21000,C94
1,AT - AUSTRIA,"8708999700 - Te tjera pjese dhe plotesues per automjete, te ndryshme prej celiku te farketuar me stampim te mbyllur",70,C87
1,AT - AUSTRIA,"8704109000 - Makina vetshkarkuese (Dumper), per levizje jashte rruges, me motor jo me djegje te brendshme",20000,C87
1,BY - BELARUS,"6204499000 - Fustane per gra dhe vajza, prej materialeve te tjera tekstile",676.04,C62
1,BE - BELGJIKA,"6204430000 - Fustane per gra dhe vajza, prej fibrave sintetike",989.99,C62
1,BE - BELGJIKA,"7610100000 - Dyer, dritare dhe skeletet e tyre dhe pragjet per dyer, prej alumini",21350,C76
1,BE - BELGJIKA,"6802230000 - Granit, thjesht i prere",425,C68
1,BE - BELGJIKA,4205009000 - Te tjera,100,C42
1,BE - BELGJIKA,"8543709090 - Regjistruesit e fluturimeve, transformatoret dhe sinkronizuesit elektronik, shkriresit dhe avulluesit me rezistore elektrik",3170,C85
1,BE - BELGJIKA,"1902191000 - Pasta (makarona), te pagatuara, te pambushura, qe nuk permbajne veze, qe nuk permbajne miell ose bollgor prej gruri te zakonshmem",4394.4,C19
1,BA - BOSNIA DHE HERCEGOVINA,7306900000 - Te tjera,47187.45,C73
1,BA - BOSNIA DHE HERCEGOVINA,3401110000 - Sapun ne kallepe per perdorim tualeti (perfshire produktet mjeksore),15880.32,C34
1,BG - BULLGARIA,2005208000 - Patate te pergatitura ne forma te tjera,21189.58,C20
1,HR - KROACIA,2005208000 - Patate te pergatitura ne forma te tjera,5423.36,C20
1,HR - KROACIA,"2204219800 - Vere e kuqe, nga jashte BE, jo nga ndonje varietet i caktuar rrushi",17912.4,C22
1,HR - KROACIA,"3921190000 - Pllaka, fleta, filma, etj., prej plastike celulare, prej plastikave te tjera te paspecifikuar me lart ne 39211x",23062.09,C39
1,EG - EGJIPTI,"8701921000 - Traktoret bujqesore dhe traktoret e pyjeve, me rrota",25198,C87
1,FI - FINLANDA,8504408290 - Reflektues (rectifiers),155,C85
1,FR - FRANCA,9403609000 - Mobilie te tjera prej druri,13165,C94
1,FR - FRANCA,"3922200000 - Ndenjeset dhe mbuluesit e WC, prej plastike",30,C39
1,FR - FRANCA,7020008000 - Te tjera,280,C70
1,FR - FRANCA,"7005213000 - Qelq jo i armuar, jo i tejdukshem (ngjyrosur, opak, shkelqyer, smeriluar), me trashesi mbi 3,5 mm por deri 4,5 mm",160,C70
1,FR - FRANCA,"6203221000 - Ensemble per djem dhe burra, prej pambuku, prodhim industrial apo profesional",2240,C62
1,FR - FRANCA,"1905319900 - Biskota te tjera te embla, pa veshje cokollate, qe permbajne me pak se 8% yndyrna qumeshti ",1146.24,C19
1,FR - FRANCA,1905904500 - Biskota,430.08,C19
1,FR - FRANCA,"9609109000 - Lapsat dhe lapsat me ngjyre (ndryshe nga ata te 9608), me ""plumb"" jo prej grafiti ne nje kellef te ngurte",134,C96
1,DE - GJERMANIA,3926909790 - Artikuj te tjere prej plastike,119480.36,C39
1,DE - GJERMANIA,8424200000 - Armet sperkatese dhe pajisjet e ngjashme,22.8,C84
1,DE - GJERMANIA,"9404299000 - Dysheke prej materialesh te ndryshme nga goma apo plastike, pa susta brenda",11899,C94
1,DE - GJERMANIA,4418211000 - Nga druri tropical,1860,C44
1,DE - GJERMANIA,"8516609000 - Pajisje te tjera elektrike per gatim, te paspecifikuara, qe perfshihen ne nenkreun 851660 ",1953.47,C85
1,DE - GJERMANIA,"8418290000 - Frigorifer shtepiak, ndryshe nga ato te tipit me kompresion",120,C84
1,DE - GJERMANIA,7604109000 - Profile prej alumini jo te lidhur,1302.03,C76
1,DE - GJERMANIA,7415330000 - Vida; bulona dhe dado,630,C74
1,DE - GJERMANIA,"6204430000 - Fustane per gra dhe vajza, prej fibrave sintetike",6910,C62
1,DE - GJERMANIA,6006900000 - Te tjera,828.36,C60
1,DE - GJERMANIA,7303009000 - Te tjera,10346,C73
1,DE - GJERMANIA,"2001907000 - Speca, te konservuara",36018.6,C20
1,DE - GJERMANIA,"2204219800 - Vere e kuqe, nga jashte BE, jo nga ndonje varietet i caktuar rrushi",3528,C22
1,DE - GJERMANIA,"8302490090 - Te tjera mbajtese metalike, pajisje te tjera dhe artikuj te ngjashem",9465,C83
1,DE - GJERMANIA,1211500000 - Ephedra,137394.5,C12
1,DE - GJERMANIA,"2204299800 - Vere e kuqe, prodhuar jashte BE, jo nga ndonje varietet i caktuar rrushi",6615,C22
1,DE - GJERMANIA,"7321119000 - Stufa per gatim, pa furre, me gaz ose me gaz dhe nje lende tjeter djegese, prej gize ose celiku",1200,C73
1,DE - GJERMANIA,9403601000 - Mobilie prej druri te nje lloji te perdorura ne dhomen e ngrenies dhe ne dhomen e ndejes,11609,C94
1,DE - GJERMANIA,"9404909000 - Jorgane dhe jasteke, ndryshe nga ata te mbushur me pupla apo me push",5172.28,C94
1,DE - GJERMANIA,"6802100000 - Pllaka, kube dhe artikuj te ngjashem, nese jane apo jo drejtkendeshe perfshire katrorin), siperfaqja me e madhe e te ciles eshte ne gjendje te kufizoje nje katror ana e te cilit eshte me pak se 7 cm; grimca, cakell dhe pluhur, te ngjyrosur artificialis",3127.5,C68
1,DE - GJERMANIA,"8418219100 - Frigorifer shtepiak, te tipit me kompresion, me kapaciteti deri 250 litra",40,C84
1,DE - GJERMANIA,"0901210000 - Kafe, e pjekur, e pa dekafeinizuar",24136,C09
1,DE - GJERMANIA,"6203321000 - Xhaketa per djem dhe burra, prej pambuku, prodhim industrial apo profesional",1950,C62
1,DE - GJERMANIA,9403208090 - Mobilje te tjera metalike,9590,C94
1,DE - GJERMANIA,6909110000 - Prej porcelani apo kina,1433.1,C69
1,DE - GJERMANIA,8517110000 - Aparate telefonike per lidhje ne linje me pajisje folese pa kordon (cordless),366.61,C85
1,DE - GJERMANIA,4823200000 - Leter dhe karton filtri,91.18,C48
1,DE - GJERMANIA,7615108000 - Te tjera,79.71,C76
1,DE - GJERMANIA,"7007119000 - Xham sigurie i forcuar (temperuar), ne mase dhe forme per tu trupezuar ne mjetet e transportit ajror ose detar",150,C70
1,DE - GJERMANIA,3208901900 - Bojra dhe llustroses te tjere ne solucione,1006.59,C32
1,GH - GANA,2201900000 - Uje jo mineral,1512.96,C22
1,HU - HUNGARIA,"4819300000 - Thaset dhe cantat, qe kane nje baze prej nje gjeresie 40 cm apo me shume",9705.57,C48
1,HU - HUNGARIA,6305331000 - Te thurura me nje file apo me shume file,39794.04,C63
1,HU - HUNGARIA,"3925200000 - Dyer, dritare dhe skelete te tyre, dhe pragje per dyert",1250,C39
